text:give the police that ip address.	labels:I wonder if you can give the police that ip address.	episode_done:True
text:gotta start with the things you enjoy and build on them.	labels:It maybe helpful to gotta start with the things you enjoy and build on them.	episode_done:True
text:You could do something good with your life.	labels:I also think it would be valuable for you to start engaging in things outside of the home that make you happy.	episode_done:True
text:It won't make you miss her less but it will give you something you can enjoy that isn't touched by her loss.	labels:You can reassure her that you like her (if that's true), but you don't have to pity her.	episode_done:True
text:think of it like a game of chess, don't think about how many times you lost.	labels:I encourage you to think of it like a game of chess, don't think about how many times you lost.	episode_done:True
text:walk a neighbor’s dog.	labels:It may be important to walk a neighbor’s dog.	episode_done:True
text:think about the qualities in this girl you love, and seek them out in other people.	labels:You may want to think about the qualities in this girl you love, and seek them out in other people.	episode_done:True
text:concentrate on you and find a path you want to follow.	labels:I encourage you to concentrate on you and find a path you want to follow.	episode_done:True
text:take care friend and come back and don't hesitate to talk to us whenever you need to.	labels:An option would be to take care friend and come back and don't hesitate to talk to us whenever you need to.	episode_done:True
text:pay attention to your blinking eyes, to your beating heart, to everything you see and feel and hear.	labels:Perhaps you can pay attention to your blinking eyes, to your beating heart, to everything you see and feel and hear.	episode_done:True
text:I think you will feel less dead if you can find someone you trust to talk to.	labels:If you have someone you trust, you can ask for their help as well since most likely they see you differently than you see yourself.	episode_done:True
text:Real talk you should speak with a counselor or psychiatrist to address any underlying cause.	labels:It can be helpful to address this big "elephant in the room" and talk to your therapist about this.	episode_done:True
text:You could also look into ways to get more followers to feel further validated in that sense.	labels:It may be important to also look into ways to get more followers to feel further validated in that sense.	episode_done:True
text:Doing things that are besides your work might be a great stress reliever.	labels:I also think it would be valuable for you to start engaging in things outside of the home that make you happy.	episode_done:True
text:You can take things slow, and just make small conversations with your close friends.	labels:It would be a good idea to take things slow, and just make small conversations with your close friends.	episode_done:True
text:If you haven't been able to turn this around on your own, I would strongly encourage you to find a good therapist.	labels:This is a crucial time for you to potentially seek professional support from a therapist in order to understand yourself and not shut down, if that's what happened before.	episode_done:True
text:talk to him about it, better than killing yourself over some feelings of jealously.	labels:I wonder if you can talk to him about it, better than killing yourself over some feelings of jealously.	episode_done:True
text:share your feelings.	labels:It may be important to share your feelings.	episode_done:True
text:If you have kids already, try to get her to go to counseling with you.	labels:If it is possible, see if he would be willing to go to a counselor with you.	episode_done:True
text:talk with your boyfriend a lot and try to describe him how you feel.	labels:I would encourage you to talk with your boyfriend a lot and try to describe him how you feel.	episode_done:True
text:buy a vacuum cleaner.	labels:It may be important to buy a vacuum cleaner.	episode_done:True
text:I find having a circle of friends helps.	labels:In addition to being open to meeting new friends, involve yourself in projects from which you'll feel satisfied by your own results.	episode_done:True
text:My advice to you would be to go see a psychiatrist if possible and get a diagnosis.	labels:I need you to either talk to me about what's happening, or please go see a doctor.	episode_done:True
text:You should speak to a therapist about this, it could really help you.	labels:Perhaps you can speak to a therapist about this, it could really help you.	episode_done:True
text:You should speak to a therapist about this, it could really help you.	labels:With that being said, seeing a therapist is highly recommended as it sounds like continuous support may be necessary for healing to take place.	episode_done:True
text:You need to go into monk mode and find yourself.	labels:I encourage you to go into monk mode and find yourself.	episode_done:True
text:I’d recommend you seek counseling, he was still human.	labels:I would highly encourage pre-marital counseling to explore these things and individual counseling for himself to work on fears and anxieties.	episode_done:True
text:But we have to keep remembering that we are still good and useful people and people love us.	labels:Surrounding yourself with people who remind you that you are a good person is a great idea.	episode_done:True
text:You can reset your outlook on life.	labels:I wonder if you can reset your outlook on life.	episode_done:True
text:work out.	labels:It maybe helpful to work out.	episode_done:True
text:Try to make new friends, and i'm sure you'll find a new better girl!	labels:Give yourself some credit for being awesome and tell yourself you can build new friendships.	episode_done:True
text:try to get a job and save up every penny you can if you don't have bills to pay right now.	labels:I would encourage you to try to get a job and save up every penny you can if you don't have bills to pay right now.	episode_done:True
text:You cant tell your self cant, cause you proved once to your self can.	labels:An option would be tot tell your self cant, cause you proved once to your self can.	episode_done:True
text:When those fights do come up, perhaps it's a good idea to back off a bit, maybe both of you write down your thoughts, and then come back to talk.	labels:If she gets angry and then calms down a little while later, maybe one of you can take a timeout in the discussion and set a time when you will come back to it.	episode_done:True
text:try and help your gran dude	labels:I wonder if you can try and help your gran dude	episode_done:True
text:You could offer to collect your desk and chair or ask to expense a new one.	labels:I wonder if you can offer to collect your desk and chair or ask to expense a new one.	episode_done:True
text:You need to find a counsellor you can trust, which definitely makes a huge difference.	labels:It would be a good idea to find a counsellor you can trust, which definitely makes a huge difference.	episode_done:True
text:learn to love the new paint color and keep reminding yourself that it’s the same house and it will always be the same house, just some things have changed.	labels:Perhaps you can learn to love the new paint color and keep reminding yourself that it’s the same house and it will always be the same house, just some things have changed.	episode_done:True
text:I think if you make new friends who genuinely care about you and check up on you it will help for sure.	labels:In addition to being open to meeting new friends, involve yourself in projects from which you'll feel satisfied by your own results.	episode_done:True
text:You need to try to change your mindset, talking about problems is very human and you're not burdening anyone by telling them how you feel!	labels:Talking with someone who can be non-judgmental and reflects an empathetic position toward you might be what you need right now.	episode_done:True
text:You can just admit you were flirting and think she’s cute.	labels:I would encourage you to just admit you were flirting and think she’s cute.	episode_done:True
text:try having smaller meals spaced out every few hours.	labels:I would encourage you to try having smaller meals spaced out every few hours.	episode_done:True
text:Once you get yourself safe then you can try to help him too.	labels:Perhaps he or she can assist you in navigating through this.	episode_done:True
text:think about how often we regret things we've done in the past.	labels:It may be important to think about how often we regret things we've done in the past.	episode_done:True
text:I tried slowly with my therapist, and maybe you should to.	labels:If many months pass and you see no progress, then definitely consider a few sessions with a therapist who would be able to guide you to become more open to your feelings.	episode_done:True
text:take it as a learning experience.	labels:It maybe helpful to take it as a learning experience.	episode_done:True
text:try to wake up 30min or 1h earlier every day until you reach 10h of sleep.	labels:I wonder if you can try to wake up 30min or 1h earlier every day until you reach 10h of sleep.	episode_done:True
text:I would also recommend seeing if there is a time you can spend by yourself to have your own reflection as this can help clear you mind and gather your thoughts.	labels:Knowing your personal limits and when to pull back and take a break will give you a chance to recharge your mental and physical energy, thus helping you face the demands of your job.	episode_done:True
text:try to get on some kind of medication if you can, in the mean time, try to find a careers service or helpline that can help you, colleges and universities can sometimes offer careers support.	labels:Maybe it is important to try to get on some kind of medication if you can, in the mean time, try to find a careers service or helpline that can help you, colleges and universities can sometimes offer careers support.	episode_done:True
text:take good care.	labels:I would encourage you to take good care.	episode_done:True
text:You need to vent all your concerns to someone who cares and is an expert in these matters.	labels:You may want to vent all your concerns to someone who cares and is an expert in these matters.	episode_done:True
text:Talk with your boyfriend a lot and try to describe him how you feel.	labels:I wonder if both you and your boyfriend could have a conversation about what you both want, wish for, and desire from one another right now.	episode_done:True
text:You can reset your outlook on life.	labels:I encourage you to reset your outlook on life.	episode_done:True
text:I think you should really take some time to work on your perfectionist tendencies and take it easier on yourself.	labels:An option would be to really take some time to work on your perfectionist tendencies and take it easier on yourself.	episode_done:True
text:focus more attention on that even if you only think you're decent at it, then you'll get better and that might give you confidence to try other stuff you're interested in?	labels:You may want to focus more attention on that even if you only think you're decent at it, then you'll get better and that might give you confidence to try other stuff you're interested in?	episode_done:True
text:Here's the advice I normally give- The relationship is over and it's time to cut them off and move on when you can no longer see being with that person long term/raising children with them/it's not effective for you anymore (ex.	labels:If you get more answers from her which aren't agreeable with you, then it is time to put the hope for this relationship behind you.	episode_done:True
text:talk to me when you turn 30 and get confused because you still feel 20 in your mind.	labels:It may be important to talk to me when you turn 30 and get confused because you still feel 20 in your mind.	episode_done:True
text:choose what you want but never make a choice based on fear.	labels:I wonder if you can choose what you want but never make a choice based on fear.	episode_done:True
text:wait until you’re over 40.	labels:It may be important to wait until you’re over 40.	episode_done:True
text:thank you but please show this to them if you do it you will do a service to all the people who respect quarantine	labels:I would encourage you to thank you but please show this to them if you do it you will do a service to all the people who respect quarantine	episode_done:True
text:You need to balance your time with work and school.	labels:I would encourage you to balance your time with work and school.	episode_done:True
text:learn a new talent.	labels:It would be a good idea to learn a new talent.	episode_done:True
text:try to look for people with whom it just works, not to fix it with those with whom it doesn't.	labels:It may be important to try to look for people with whom it just works, not to fix it with those with whom it doesn't.	episode_done:True
text:try to focus on the alternative things you can do now.	labels:I encourage you to try to focus on the alternative things you can do now.	episode_done:True
text:so try making new friends too, it's always a good idea.	labels:In addition to being open to meeting new friends, involve yourself in projects from which you'll feel satisfied by your own results.	episode_done:True
text:You can also try meeting new people .	labels:I wonder if you can also try meeting new people .	episode_done:True
text:You should probably be talking with a professional about all of this.	labels:Perhaps you can probably be talking with a professional about all of this.	episode_done:True
text:I still think therapy would be a good idea just to get some coping strategies with what sounds like a very hard situation and so that you can figure out what the next move is.	labels:This is a crucial time for you to potentially seek professional support from a therapist in order to understand yourself and not shut down, if that's what happened before.	episode_done:True
text:You should also find someone to be accountable to, that you can talk to every time you feel like relapsing.	labels:You may want to also find someone to be accountable to, that you can talk to every time you feel like relapsing.	episode_done:True
text:You should make sure everything is bad, before you go.	labels:I would encourage you to make sure everything is bad, before you go.	episode_done:True
text:find support groups, therapy, and get help for your drug use, so you can be there for your family and be a better friend and boyfriend.	labels:Maybe it is important to find support groups, therapy, and get help for your drug use, so you can be there for your family and be a better friend and boyfriend.	episode_done:True
text:Just make sure you have some time to recover and be kind to yourself.	labels:It's important that you are patient with yourself and tolerant of your discomfort.	episode_done:True
text:eat something if you feel dizzy.	labels:Maybe it is important to eat something if you feel dizzy.	episode_done:True
text:And once you've chosen that thing to do, then take the time to do some proper preparation beforehand.	labels:Have a ritual to begin the day   Consider setting a one sentence intention and plan tasks for the day2.	episode_done:True
text:try to extend that joy and let them be excited.	labels:I encourage you to try to extend that joy and let them be excited.	episode_done:True
text:I know it’s hard, but try your best to smile and be amiable to those new people, at least when you first meet them, and be honest.	labels:When having this conversation, it's important that you are both respectful and open with each other.	episode_done:True
text:let's make a plan here.	labels:An option would be to let's make a plan here.	episode_done:True
text:You should investigate into your province.	labels:Perhaps you can investigate into your province.	episode_done:True
text:try starting some new traditions that you can look forward to over the holidays.	labels:I encourage you to try starting some new traditions that you can look forward to over the holidays.	episode_done:True
text:You should see about getting him to a doctor or psychiatrist, as they can prescribe medication that might help.	labels:I encourage you to see about getting him to a doctor or psychiatrist, as they can prescribe medication that might help.	episode_done:True
text:think about the best move possible at that point in time.	labels:Maybe it is important to think about the best move possible at that point in time.	episode_done:True
text:look around, take stock of your world and see what can be done to make it better for you.	labels:It maybe helpful to look around, take stock of your world and see what can be done to make it better for you.	episode_done:True
text:making and taking moments to do things that feel good for yourself and enjoying it like a hot shower or eating your favorite food.	labels:This can be anything with your senses----getting a snack like tea and focusing on that taste, smelling something pleasant, listening to some relaxing music, looking through a magazine, taking a shower.	episode_done:True
text:try to make the best of the present.	labels:Maybe it is important to try to make the best of the present.	episode_done:True
text:think about your hobbies, the things you like to do, and find someone or a community who also likes those things.	labels:I wonder if you can think about your hobbies, the things you like to do, and find someone or a community who also likes those things.	episode_done:True
text:Maybe you could look into it and get your mom interested.	labels:I wonder if you can look into it and get your mom interested.	episode_done:True
text:get a better lawyer.	labels:You may want to get a better lawyer.	episode_done:True
text:let em find someone else to take care of them when they're old and find someone else to bury their asses when they're  dead.	labels:It maybe helpful to let em find someone else to take care of them when they're old and find someone else to bury their asses when they're  dead.	episode_done:True
text:eat something if you feel dizzy.	labels:You may want to eat something if you feel dizzy.	episode_done:True
text:You should Just give some time for you tô think about it and try to be the best person you can, Just try have a Nice conversation with this girl, probably she can help you much more than i can.	labels:One thing you could try is to have a conversation when neither of you is upset so that you learn what makes each of you feel cared for and valued.	episode_done:True
text:I really think you should consider talking with someone about your feelings.	labels:It would be helpful to explore the feelings you're having  with your therapist.	episode_done:True
text:You can start by planting trees, to be honest , that's actually more important than creating stuff that destroys environment.	labels:It would be a good idea to start by planting trees, to be honest , that's actually more important than creating stuff that destroys environment.	episode_done:True
text:I’d suggest the first thing you do is call a therapist/school counsellor, they hopefully be able to give you advice on how to start putting things back in order.	labels:Maybe this is a good thing to discuss with your specific therapist at the beginning of your next session --- maybe they can help you find some strategies or tools to make it easier?	episode_done:True
text:try to keep your mind occupied, and if you love life, life will love you back.	labels:An option would be to try to keep your mind occupied, and if you love life, life will love you back.	episode_done:True
text:if you think it’s really bad though you might wanna get some therapy for your anxiety	labels:If you notice any shakiness, becoming tearful, anxious or aggressive when approaching social encounters, you may want to talk to the school counselor or children’s therapist to evaluate those symptoms and rule out any behavioral problems or social anxiety.	episode_done:True
text:take a break if life overwhelms you.	labels:I wonder if you can take a break if life overwhelms you.	episode_done:True
text:If you haven't been able to turn this around on your own, I would strongly encourage you to find a good therapist.	labels:This is a crucial time for you to potentially seek professional support from a therapist in order to understand yourself and not shut down, if that's what happened before.	episode_done:True
text:say that that's what you need and he/she won't have to violate confidentiality.	labels:It would be a good idea to say that that's what you need and he/she won't have to violate confidentiality.	episode_done:True
text:perceive every time you wake up as a new slate )	labels:An option would be to perceive every time you wake up as a new slate  )	episode_done:True
text:You need to say how you feel to either get back together or find closure.	labels:It may be important to say how you feel to either get back together or find closure.	episode_done:True
text:You need to have new experiences.	labels:I wonder if you can have new experiences.	episode_done:True
text:You should see about getting him to a doctor or psychiatrist, as they can prescribe medication that might help.	labels:It is also a good idea to get a medical evaluation from your doctor to rule out any medical causes for your current condition.	episode_done:True
text:support your sister and try to get everyone into counselling, even if it’s not affordable, in situations like this there are at least a ton of free or affordable options for kids under 18.	labels:I wonder if you can support your sister and try to get everyone into counselling, even if it’s not affordable, in situations like this there are at least a ton of free or affordable options for kids under 18.	episode_done:True
text:If you think that seeing a therapist would help you to understand yourself better, I think it's worth doing.	labels:With that being said, seeing a therapist is highly recommended as it sounds like continuous support may be necessary for healing to take place.	episode_done:True
text:You could maybe try online dating, not necessarily to meet-and-date, but it will help to bring your confidence back up again.	labels:It would be a good idea to maybe try online dating, not necessarily to meet-and-date, but it will help to bring your confidence back up again.	episode_done:True
text:hand this information to professionals and let them decide.	labels:You may want to hand this information to professionals and let them decide.	episode_done:True
